c59320_retnmdl_eda_dataset_v1.opportunity__c,c59320_retnmdl_eda_dataset_v1.ags__c,c59320_retnmdl_eda_dataset_v1.legal_account_name__c,c59320_retnmdl_eda_dataset_v1.account_name,c59320_retnmdl_eda_dataset_v1.sold,c59320_retnmdl_eda_dataset_v1.close_month,c59320_retnmdl_eda_dataset_v1.close_year,c59320_retnmdl_eda_dataset_v1.duration_yrs,c59320_retnmdl_eda_dataset_v1.market,c59320_retnmdl_eda_dataset_v1.segment_sub,c59320_retnmdl_eda_dataset_v1.fundng_ty,c59320_retnmdl_eda_dataset_v1.sic_division,c59320_retnmdl_eda_dataset_v1.dups,c59320_retnmdl_eda_dataset_v1.prebbd_re,c59320_retnmdl_eda_dataset_v1.bbd,c59320_retnmdl_eda_dataset_v1.postbbd_re,c59320_retnmdl_eda_dataset_v1.rnwl_fund
OP-1900785,616668,"Bridgevine, Inc","Bridgevine, Inc.",Y,Oct,2017.0,0.167,GA/AL,100-249,ASO,Transp_Comms_Electric_Sanitary,1,NULL,NULL,0.00563159005943259,DASO
OP-1900786,609590,Brinson Auto Group,Brinson Auto Group,Y,Oct,2017.0,3.167,Arizona,2-99,ASO,Retail_Trade,1,NULL,NULL,0.120000223855314,DASO
OP-1900788,616800,"Broniec Associates, Inc.","Broniec Associates, Inc.",Y,Oct,2017.0,0.167,GA/AL,2-99,Guaranteed Cost,Services,1,0.130265822187366,-0.026767,0.100011996924877,GC
OP-1900789,3338247,BrownGreer PLC,BrownGreer PLC,Y,Oct,2017.0,2.167,MD/VA/DC,250-500,Shared Returns,Services,1,-0.155008,0.0,-0.155008,SR
OP-1900790,358117,Bryant-Durham Electric Co Inc,Bryant-Durham Electric Co Inc,Y,Oct,2017.0,13.167,Carolinas,100-249,ASO,Construction,1,NULL,NULL,0.0503564235598173,DASO
OP-1900791,3209900,"Buckley School, The","Buckley School, The",Y,Oct,2017.0,13.417,California South,100-249,Guaranteed Cost,Services,1,0.178634856986242,-0.002244,0.175990000367165,GC
OP-1900792,614288,"Budrovich Excavating, Inc.","Budrovich Excavating, Inc.",Y,Oct,2017.0,1.167,MidAmerica,2-99,ASO,Services,1,NULL,NULL,0.0991339351669736,DASO
OP-1900793,611923,"Builder's Source, Inc.","Builder's Source, Inc.",Y,Oct,2017.0,2.167,Mountain States,100-249,ASO,Wholesale_Trade,1,NULL,NULL,0.0800258877683306,DASO
OP-1900795,3340200,Bunker Corporation,Bunker Corporation,Y,Oct,2017.0,0.167,California South,100-249,Guaranteed Cost,Manufacturing,1,0.0958045703616743,-0.005298,0.0899989977478981,GC
OP-1900807,616848,Burwell Industries Inc,"Burwell Industries, Inc.",Y,Oct,2017.0,0.167,Mountain States,2-99,ASO,Wholesale_Trade,1,NULL,NULL,0.0495035357304197,DASO
OP-1900808,3208308,"Buth-Na-Bodhaige, Inc. (The Body Shop)","Buth-Na-Bodhaige, Inc.",Y,Oct,2017.0,22.667,MD/VA/DC,O500,Shared Returns,Manufacturing,1,0.117559007464192,-0.0086,0.107948,SR
OP-1900809,616979,"Cain Millwork, Inc.","Cain Millwork, Inc.",Y,Oct,2017.0,0.167,Midwest,2-99,ASO,Manufacturing,1,NULL,NULL,-0.0232995939795811,DASO
OP-1900810,614217,"Caledonian Record Publishing Company, Inc.","Caledonian Record Publishing Company, Inc.",Y,Oct,2017.0,1.167,New England,2-99,ASO,Manufacturing,1,NULL,NULL,0.220497310971717,DASO
OP-1900812,616797,"Calvert Systems Engineering, Incorporated","Calvert Systems Engineering, Incorporated",Y,Oct,2017.0,0.167,MD/VA/DC,2-99,ASO,Services,1,NULL,NULL,0.0450260753002729,DASO
OP-1900813,616898,Camphill Special Schools Inc,Camphill Special School Inc,Y,Oct,2017.0,0.167,Liberty Valley,2-99,ASO,Services,1,NULL,NULL,0.0639038132892094,DASO
OP-1900814,3336331,Cantor Colburn LLP,Cantor Colburn LLP,Y,Oct,2017.0,4.167,Connecticut,100-249,Guaranteed Cost,Services,1,-0.0211061922489986,0.001128,-0.0200020000338554,GC
OP-1900815,609752,Canyon Heights Academy,Canyon Heights Academy,Y,Oct,2017.0,3.167,California North,2-99,ASO,Services,1,NULL,NULL,0.0850018507015258,DASO
OP-1900816,3332162,"Carolina Handling, LLC","Carolina Handling, LLC",Y,Oct,2017.0,7.167,Carolinas,O500,ASO,Wholesale_Trade,1,NULL,NULL,0.119573710046136,ASO
OP-1900817,614746,Cater to You Inc,Cater to You Inc,Y,Oct,2017.0,1.083,NY/NJ,100-249,ASO,Retail_Trade,1,NULL,NULL,0.120071718760965,DASO
OP-1900819,614194,CC Wellness LLC,CC Wellness LLC,Y,Oct,2017.0,1.167,GA/AL,2-99,ASO,Wholesale_Trade,1,NULL,NULL,0.0688339194450709,DASO
OP-1900820,616504,"Center For Popular Democracy, Inc.","Center For Popular Democracy, Inc.",Y,Oct,2017.0,0.25,NY/NJ,2-99,ASO,Services,1,NULL,NULL,0.157685156353289,DASO
OP-1900821,616723,"Center for Vein Restoration Management, LLC","Center for Vein Restoration Management, LLC",Y,Oct,2017.0,0.167,MD/VA/DC,250-500,Guaranteed Cost,Services,1,0.0605412300186929,-0.167014,-0.116584002971649,GC
OP-1900822,616976,Central County Fire and Rescue,Central County Fire & Rescue,Y,Oct,2017.0,0.167,MidAmerica,2-99,ASO,Public_Admin,1,NULL,NULL,0.0915903540137994,DASO
OP-1900824,612002,"Central Truck & Diesel, Inc.","Central Truck & Diesel, Inc.",Y,Oct,2017.0,2.167,Mountain States,2-99,ASO,Services,1,NULL,NULL,0.0946377916503243,DASO
OP-1900825,3220861,Charlotte County Board of County Commissioners,Charlotte County Board of County Commissioners,Y,Oct,2017.0,7.917,Florida South,O500,ASO,Public_Admin,1,NULL,NULL,0.136917043080714,ASO
OP-1900827,614264,"Chaucer Foods, Inc.","Chaucer Foods, Inc.",Y,Oct,2017.0,1.167,California South,2-99,Guaranteed Cost,Manufacturing,1,0.0813738855196053,-0.040503,0.0375749990344048,GC
OP-1900828,616972,"Chauvin Arnoux, Inc.","Chauvin Arnoux, Inc.",Y,Oct,2017.0,0.167,New England,2-99,Guaranteed Cost,Manufacturing,1,0.0679423688998402,0.001908,0.0699800029397011,GC
OP-1900829,614250,"Chelten House Products, Inc.","Chelten House Products, Inc.",Y,Oct,2017.0,1.167,Liberty Valley,250-500,ASO,Manufacturing,1,NULL,NULL,0.0599395167589043,DASO
OP-1900830,609712,Chesapeake Shipbuilding Corp.,Chesapeake Shipbuilding Corp.,Y,Oct,2017.0,3.167,Connecticut,2-99,ASO,Manufacturing,1,NULL,NULL,0.0650051141653361,DASO
OP-1900831,616792,Child & Family Agency of Southeastern Connecticut,Child & Family Agency of Southeastern Connecticut,Y,Jul,2017.0,0.167,Connecticut,100-249,Guaranteed Cost,Services,1,0.140476676512827,-0.017958,0.11999599635601,GC
OP-1900833,3338228,Chosen Healthcare,Chosen Healthcare,Y,Oct,2017.0,2.167,GA/AL,O500,Shared Returns,Services,1,0.0437144591723162,-0.0117,0.031503,SR
OP-1900835,616926,Chuck's Heating & Air Conditioning Inc,Chuck's Heating & Air Conditioning Inc,Y,Oct,2017.0,0.167,New England,2-99,ASO,Construction,1,NULL,NULL,0.160018376041561,DASO
OP-1900836,616931,Cintex Wireless,Cintex Wireless,Y,Oct,2017.0,0.167,MD/VA/DC,2-99,ASO,Construction,1,NULL,NULL,0.132084674414435,DASO
OP-1900837,3338085,City of Altamonte Springs,City of Altamonte Springs,N,Oct,2017.0,2.167,Florida Tampa/Orlando,250-500,Shared Returns,Public_Admin,1,-0.00326944528952444,-0.0139,-0.017124,SR
OP-1900838,3324096,City of Bedford,City of Bedford,Y,Oct,2017.0,11.167,Texas North,250-500,Guaranteed Cost,Public_Admin,1,0.0467289984226227,0.0,0.0467289984226227,GC
OP-1900839,606925,City of Bonham,City of Bonham,Y,Oct,2017.0,5.167,Texas North,100-249,ASO,Public_Admin,1,NULL,NULL,0.0949839361048317,DASO
OP-1900841,611880,City of Brooksville,City of Brooksville,Y,Oct,2017.0,2.167,Florida South,100-249,ASO,Public_Admin,1,NULL,NULL,9.32553503085742e-07,DASO
OP-1900842,3339026,City of Cocoa,City of Cocoa,Y,Oct,2017.0,1.167,Florida South,O500,ASO,Public_Admin,1,NULL,NULL,0.020379104162124,ASO
OP-1900843,3336278,City of Coconut Creek,City of Coconut Creek,Y,Oct,2017.0,4.167,Florida South,250-500,Shared Returns,Public_Admin,1,0.0958159999999999,0.0,0.095816,SR
OP-1900846,616794,"El Campo, City of",City of El Campo,Y,Oct,2017.0,0.167,North Texas,100-249,ASO,Public_Admin,1,NULL,NULL,0.151491974007551,DASO
OP-1900849,3337286,City of Hallandale Beach,City of Hallandale Beach,Y,Oct,2017.0,3.167,Florida South,O500,Shared Returns,Public_Admin,1,0.163384,-0.25,-0.127462,SR
OP-1900850,3340042,City of Haltom City,City of Haltom City,Y,Oct,2017.0,0.167,Texas North,250-500,Shared Returns,Public_Admin,1,-0.0178779999999999,0.0,-0.017878,SR
OP-1900851,609500,City of Highland Village,City of Highland Village,Y,Oct,2017.0,3.167,Texas North,100-249,ASO,Public_Admin,1,NULL,NULL,0.123812750761171,DASO
OP-1900852,3334301,City of Homestead,City of Homestead,Y,Oct,2017.0,5.917,Florida South,250-500,Guaranteed Cost,Public_Admin,1,0.0893009975552559,0.0,0.0893009975552559,GC
OP-1900855,3340129,City of League City,City of League City,Y,Oct,2017.0,0.167,North Texas,O500,ASO,Public_Admin,1,NULL,NULL,-0.0049972999360639,ASO
OP-1900856,3328347,City of Lewisville,City of Lewisville,Y,Oct,2017.0,10.167,Texas North,O500,ASO,Public_Admin,1,NULL,NULL,-0.252940203339674,ASO
OP-1900857,3333825,City of Marathon,City of Marathon,Y,Oct,2017.0,6.167,Florida South,2-99,Guaranteed Cost,Public_Admin,1,0.00750085889620511,-0.007447,-1.99999999495049e-06,GC
OP-1900858,616913,City of McCall,City of McCall,N,Oct,2017.0,0.167,Pacific Northwest,2-99,Guaranteed Cost,Public_Admin,1,0.259997993707657,0.0,0.259997993707657,GC
OP-1900859,3340006,City of Miami Beach,City of Miami Beach,Y,Oct,2017.0,0.167,Florida South,O500,ASO,Public_Admin,1,NULL,NULL,0.759176548888459,ASO
OP-1900861,614090,City of Midlothian,City of Midlothian,Y,Oct,2017.0,1.167,Texas North,100-249,Guaranteed Cost,Public_Admin,1,0.164057443137706,-0.050485,0.105290003120899,GC
OP-1900862,616872,City of Mission,City of Mission,N,Jan,2018.0,1.167,MidAmerica,2-99,Guaranteed Cost,Public_Admin,1,0.493690013885498,0.0,0.493690013885498,GC
OP-1900864,3327028,City of Naples,City of Naples,Y,Oct,2017.0,10.917,Florida South,O500,ASO,Public_Admin,1,NULL,NULL,0.00488370839342367,ASO
OP-1900865,3340183,City of North Miami Beach,City of North Miami Beach,Y,Oct,2017.0,0.167,Florida South,250-500,Guaranteed Cost,Public_Admin,1,0.102372872167498,0.009789,0.113164000213146,GC
OP-1900866,3338073,City of North Port,City of North Port,Y,Oct,2017.0,2.167,Florida South,O500,Shared Returns,Public_Admin,1,0.00100300000000009,0.0,0.001003,SR
OP-1900867,3340115,City of Olive Branch,City of Olive Branch,Y,Oct,2017.0,0.167,Tennessee,O500,Guaranteed Cost,Public_Admin,1,0.126928633410256,-0.061512,0.057608999311924,GC
OP-1900868,3336290,City of Pearland,City of Pearland,Y,Oct,2017.0,4.167,North Texas,O500,ASO,Public_Admin,1,NULL,NULL,-0.278947522487674,ASO
OP-1900869,616749,City of Red Oak,City of Red Oak,Y,Oct,2017.0,0.167,Texas North,2-99,Guaranteed Cost,Public_Admin,1,0.0101642729140612,-0.010062,0.0,GC
OP-1900872,608238,City of South Houston,City of South Houston,Y,Oct,2017.0,4.167,North Texas,100-249,ASO,Public_Admin,1,NULL,NULL,0.039990531599132,DASO
OP-1900873,3337213,City of St. Peters Missouri,City of St. Peters Missouri,Y,Oct,2017.0,3.167,MidAmerica,O500,ASO,Public_Admin,1,NULL,NULL,0.180219388579693,ASO
OP-1900874,3333805,City of Stuart,City of Stuart,Y,Oct,2017.0,6.167,Florida South,250-500,ASO,Public_Admin,1,NULL,NULL,0.0754477095716335,ASO
OP-1900875,3329453,City Of Titusville,City Of Titusville,Y,Oct,2017.0,9.5,Florida Tampa/Orlando,O500,ASO,Public_Admin,1,NULL,NULL,-0.358493081468867,ASO
OP-1900877,616486,City of Watauga,City of Watauga,Y,Oct,2017.0,0.167,Texas North,100-249,Guaranteed Cost,Public_Admin,1,0.0910239964723587,0.0,0.0910239964723587,GC
OP-1900878,614239,City of York,City of York,N,Oct,2017.0,1.167,Carolinas,100-249,ASO,Public_Admin,1,NULL,NULL,0.0795207738741239,DASO
OP-1900879,609730,CJ Lombardo,CJ Lombardo,Y,Oct,2017.0,3.167,NY/NJ,2-99,ASO,Finance_Insur_RlEstate,1,NULL,NULL,0.0680156615527208,DASO
OP-1900880,616833,"CLAREITY SECURITY, LLC","CLAREITY SECURITY, LLC",N,Oct,2017.0,0.167,Arizona,2-99,ASO,Services,1,NULL,NULL,0.073955891032349,DASO
OP-1900882,614237,"CML Security, LLC","CML Security, LLC",Y,Oct,2017.0,1.167,Mountain States,2-99,ASO,Services,1,NULL,NULL,0.100044555914871,DASO
OP-1900883,3340101,"Coastal Transport Co., Inc.","Coastal Transport Co., Inc.",Y,Oct,2017.0,0.167,North Texas,250-500,Shared Returns,Transp_Comms_Electric_Sanitary,1,0.101151983513653,-0.0295,0.068668,SR
OP-1900885,3339085,"Collegiate School, The","Collegiate School, The",Y,Sep,2017.0,1.167,MD/VA/DC,250-500,Minimum Premium,Services,1,0.109361920393927,-0.0252,0.081406,SR
OP-1900887,609719,"Colorado Retail Ventures Services, LLC","Colorado Retail Ventures Services, LLC",Y,Oct,2017.0,3.167,Mountain States,2-99,ASO,Retail_Trade,1,NULL,NULL,0.12497904837499,DASO
OP-1900888,609645,"COLORCO, INC.","COLORCO, INC.",Y,Oct,2017.0,3.167,NY/NJ,2-99,ASO,Manufacturing,1,NULL,NULL,0.0850000799989168,DASO
OP-1900889,166224,"Color Image, Inc.","Color Image, Inc.",Y,Oct,2017.0,18.167,Midwest,2-99,ASO,Services,1,NULL,NULL,0.0249872185906326,DASO
OP-1900892,616996,Community Health Aide Services Inc,Community Health Aide Services,Y,Oct,2017.0,0.167,NY/NJ,100-249,Guaranteed Cost,Services,1,0.247207365212868,-0.001389,0.245474994182587,GC
OP-1900893,608226,Community Health Law Project,Community Health Law Project,Y,Oct,2017.0,4.167,NY/NJ,2-99,Guaranteed Cost,Services,1,0.0527054575903256,-0.003367,0.0491609983146191,GC
OP-1900894,611971,Lamoille County Mental Health Service Inc.,Community Health Services of Lamoille Valley,Y,Oct,2017.0,2.167,New England,100-249,ASO,Services,1,NULL,NULL,0.193479604421254,DASO
OP-1900895,614111,"Community Hospice, Inc.","Community Hospice, Inc.",N,Oct,2017.0,1.167,California North,100-249,ASO,Services,1,NULL,NULL,0.244289708351308,DASO
OP-1900897,616798,Concept Solutions,Concept Solutions,Y,Oct,2017.0,0.167,MD/VA/DC,2-99,Guaranteed Cost,Services,1,0.402290222283816,-0.086555,0.28091499209404,GC
OP-1900899,616873,"Constellation Software, Inc.","Constellation Software, Inc.",Y,Oct,2017.0,0.167,MD/VA/DC,2-99,ASO,Services,1,NULL,NULL,0.0624375219831474,DASO
OP-1900900,617042,Madison County Aids Program,Coordinated Youth & Human Services,N,Oct,2017.0,0.167,MidAmerica,2-99,ASO,Services,1,NULL,NULL,0.266760684352457,DASO
OP-1900901,165188,"Ken Boudreau, Inc","Coriander Designs, Inc.",Y,Oct,2017.0,19.167,Pacific Northwest,2-99,ASO,Manufacturing,1,NULL,NULL,-0.0241793537520331,DASO
OP-1900902,3340072,"Cornelia Nixon Davis, Inc.","Cornelia Nixon Davis, Inc.",Y,Oct,2017.0,0.167,Carolinas,250-500,ASO,Services,1,NULL,NULL,1.61431246464677,ASO
OP-1900903,3336109,Corner Bakery Cafe,Corner Bakery Cafe,Y,Oct,2017.0,4.167,Texas North,O500,ASO,Retail_Trade,1,NULL,NULL,0.269525019002883,ASO
OP-1900904,609672,Corporate Fitness Works Inc,Corporate Fitness Works Inc,N,Oct,2017.0,3.167,Florida Tampa/Orlando,100-249,ASO,Services,1,NULL,NULL,0.260997592779828,DASO
OP-1900905,616760,Courtland Hearth & Hardware,Courtland Hardware Inc.,Y,Oct,2017.0,0.167,MD/VA/DC,2-99,ASO,Wholesale_Trade,1,NULL,NULL,0.0850816427245855,DASO
OP-1900907,609713,"Cornerstone Systems, Inc.","Cornerstone Systems, Inc.",Y,Oct,2017.0,3.167,Tennessee,100-249,ASO,Transp_Comms_Electric_Sanitary,1,NULL,NULL,-0.00314807716804799,DASO
OP-1900909,3338072,CSC ServiceWorks,CSC ServiceWorks,Y,Oct,2017.0,1.917,Carolinas,O500,ASO,Services,1,NULL,NULL,-0.0575255047144982,ASO
OP-1902043,609761,Child Development Center of Natrona County,Child Development Center of Natrona County,Y,Oct,2017.0,3.167,Mountain States,2-99,ASO,Services,1,NULL,NULL,0.111535505532723,DASO
OP-1902044,3338192,Chumash Casino Resort Enterprises c/o Chumash Employee Resource Center (CERC),Chumash Casino Resort,Y,Oct,2017.0,2.167,California South,O500,Shared Returns,Services,1,-0.014212,0.0,-0.014212,SR
OP-1902045,616684,"CrowdTwist, Inc.",NULL,N,Oct,2017.0,0.167,NY/NJ,2-99,ASO,Retail_Trade,1,NULL,NULL,NULL,NULL
OP-1902489,615849,"Symbioun Technologies, Inc.",NULL,Y,Mar,2017.0,0.75,GA/AL,2-99,ASO,Services,1,NULL,NULL,NULL,NULL
OP-1902531,616329,WL Halsey Grocery Company,W.L. Halsey Grocery Co.,Y,Jun,2017.0,0.5,GA/AL,100-249,ASO,Wholesale_Trade,1,NULL,NULL,0.0499409818085741,DASO
OP-1902532,613682,"Parrot,t Inc.","Parrott, Inc.",N,Jun,2017.0,1.5,Florida South,100-249,ASO,Wholesale_Trade,1,NULL,NULL,0.193429730706516,DASO
OP-1902540,607656,"Bakery Express-Mid Atlantic, Inc",NULL,Y,Mar,2017.0,4.75,MD/VA/DC,2-99,ASO,Manufacturing,1,NULL,NULL,NULL,NULL
OP-1902802,3328604,"Fringe Benefit Plan for Service Contract Act Employees of MAXIMUS SERVICES, LLC","Fringe Benefit Plan for Service Contract Act Employees of MAXIMUS SERVICES, LLC",Y,Jan,2018.0,10.917,NY/NJ,O500,ASO,Transp_Comms_Electric_Sanitary,1,NULL,NULL,-0.00142798857609161,ASO
OP-1903040,3339860,"Mount Pisgah United Methodist Church, Inc.",Mount Pisgah Church & School,Y,May,2017.0,0.583,GA/AL,100-249,Guaranteed Cost,Services,1,0.163511892279913,-0.011656,0.149949997663498,GC
OP-1903849,3337359,"Integrated Resources Management, LLC","Integrated Resources Management, LLC",N,Oct,2017.0,3.167,GA/AL,O500,Shared Returns,Services,1,0.0,0.0,0.0,SR
OP-1904010,608081,McQuilling  Partners Inc,"McQuilling Partners, Inc.",Y,Sep,2017.0,4.25,NY/NJ,2-99,Guaranteed Cost,Manufacturing,1,0.0461365058999115,-0.001073,0.045014001429081,GC
OP-1904013,609688,"Allstar Financial Group, Inc.","Allstar Financial Group, Inc.",Y,Oct,2017.0,3.167,GA/AL,100-249,ASO,Services,1,NULL,NULL,0.154910570760686,DASO
OP-1904014,609740,Auction Broadcasting,"Auction Broadcasting Company, LLC",Y,Oct,2017.0,3.167,Midwest,100-249,ASO,Wholesale_Trade,1,NULL,NULL,0.0594447887935312,DASO
OP-1904015,614399,CZ USA,CZ USA,Y,Oct,2017.0,1.167,MidAmerica,2-99,ASO,Manufacturing,1,NULL,NULL,0.0383978004172634,DASO
OP-1904016,616845,"Dalworth Carpet Cleaning, Inc.","Dalworth Carpet Cleaning, Inc.",Y,Oct,2017.0,0.167,Texas North,2-99,Guaranteed Cost,Services,1,0.0753670036792755,0.0,0.0753670036792755,GC
OP-1904017,616929,Delonghi America Inc,"Delonghi America, Inc",Y,Jan,2018.0,1.167,Liberty Valley,2-99,Guaranteed Cost,Retail_Trade,1,0.0860831198590855,-0.008377,0.0769850015640259,GC
OP-1904018,3207152,International Data Group,International Data Group,Y,Oct,2017.0,17.167,New England,O500,ASO,Manufacturing,1,NULL,NULL,-0.0282374382736481,ASO
OP-1904019,616883,"Internet Marketing, Inc.","Internet Marketing, Inc.",Y,Oct,2017.0,0.167,Arizona,2-99,ASO,Services,1,NULL,NULL,0.416705854338266,DASO
OP-1904020,611901,Marine Transport,Marine Transport,Y,Oct,2017.0,2.167,NY/NJ,2-99,ASO,Transp_Comms_Electric_Sanitary,1,NULL,NULL,0.101408209761854,DASO
OP-1904021,614349,Peace Dining Corporation,Peace Dining Corporation,Y,Oct,2017.0,1.167,Liberty Valley,100-249,Guaranteed Cost,Retail_Trade,1,-0.0642098538784434,-0.016911,-0.080035001039505,GC
OP-1904093,614520,Speridian Technologies,Speridian Technologies LLC,Y,Nov,2017.0,1.083,Mountain States,100-249,Guaranteed Cost,Services,1,0.00242657182436634,-0.017544,-0.0151599999517202,GC
OP-1904095,3335923,DSV Air & Sea Inc.,DSV Air & Sea Inc.,Y,May,2017.0,4.583,Connecticut,O500,Shared Returns,Transp_Comms_Electric_Sanitary,1,-0.01878,0.0,-0.01878,SR
OP-1904098,614506,"Array Technologies, Inc.","Array Technologies, Inc.",Y,Nov,2017.0,1.083,Mountain States,100-249,ASO,Manufacturing,1,NULL,NULL,7.90467420388463e-05,DASO
OP-1904638,3330496,Lilker Associates,Lilker Associates,N,Dec,2017.0,8.833,NY/NJ,100-249,Guaranteed Cost,Services,1,0.0,0.0,0.0,GC
OP-1904680,614343,Qognify Inc.,NULL,Y,Jan,2017.0,1.167,California North,2-99,ASO,Services,1,NULL,NULL,NULL,NULL
OP-1904962,3335018,BJC Health System,BJC Health System,Y,Jan,2018.0,5.917,MidAmerica,O500,ASO,Services,1,NULL,NULL,2.22044604925031e-16,ASO
OP-1905565,3335977,AFR Furniture Rentals,AFR Furniture Rentals,Y,Jun,2017.0,4.5,NY/NJ,O500,Shared Returns,Services,1,0.0168671653861705,-0.0108,0.005885,SR
OP-1905566,3337061,Pixar,Pixar,Y,Aug,2017.0,3.333,California North,O500,ASO,Services,1,NULL,NULL,0.270972035867917,ASO
OP-1905567,617079,Belair Instrument Company LLC,Belair Instrument Company LLC,Y,Nov,2017.0,0.167,Liberty Valley,2-99,ASO,Manufacturing,1,NULL,NULL,0.10569579035049,DASO
OP-1905568,614248,Digital Hands LLC,Digital Hands LLC,Y,Oct,2017.0,1.167,Florida Tampa/Orlando,2-99,ASO,Services,1,NULL,NULL,0.0449745375507864,DASO
OP-1906054,606160,Medin Corporation,Medin Technologies Inc.,Y,Nov,2017.0,6.083,NY/NJ,2-99,ASO,Manufacturing,1,NULL,NULL,0.14136689443514,DASO
OP-1906127,612766,"Operative Media, Inc.",NULL,N,Jan,2018.0,2,NY/NJ,100-249,ASO,Services,1,NULL,NULL,NULL,NULL
OP-1906147,607711,Caddick Utilities LLC,Caddick Utilities LLC,Y,Apr,2017.0,4.667,Liberty Valley,100-249,ASO,Construction,1,NULL,NULL,0.00141022312945016,DASO
OP-1906292,617320,"Axial Networks, Inc.",AXIAL NETWORKS INC,N,Jan,2018.0,1,NY/NJ,100-249,ASO,Services,1,NULL,NULL,NULL,DASO
OP-1906316,612204,BCS International  Corp,BCS International Corp,Y,Nov,2017.0,2.083,NY/NJ,100-249,ASO,Wholesale_Trade,1,NULL,NULL,0.0250078240518277,DASO
OP-1906338,3208528,Planned Parenthood Federation of America,Planned Parenthood Federation of America,Y,Jul,2017.0,17.417,NY/NJ,O500,Shared Returns,Services,1,0.0395007074994946,-0.0106,0.028482,SR
OP-1906340,611830,Pool Cover Corp,Pool Cover Corp,N,Jan,2018.0,3.167,NY/NJ,2-99,ASO,Manufacturing,1,NULL,NULL,0.194235793123913,DASO
OP-1906342,614437,"A & K Energy Conservation, Inc.","A & K Energy Conservation, Inc.",Y,Nov,2017.0,1.083,Florida Tampa/Orlando,100-249,ASO,Services,1,NULL,NULL,-5.61513406438507e-06,DASO
OP-1906343,614462,Academy Del Sol,Academy Del Sol,Y,Nov,2017.0,1.083,Arizona,2-99,ASO,Services,1,NULL,NULL,0.0792317773937601,DASO
OP-1906344,180787,"Aces A/C Supply, Inc.","Aces A/C Supply, Inc.",Y,Nov,2017.0,14.083,North Texas,2-99,ASO,Wholesale_Trade,1,NULL,NULL,0.0500235175028361,DASO
OP-1906346,612065,Aeronet Inc,Aeronet Inc,Y,Nov,2017.0,2.083,California South,2-99,ASO,Transp_Comms_Electric_Sanitary,1,NULL,NULL,0.0500135647020405,DASO
OP-1906349,617020,Alice and Olivia,Alice and Olivia LLC,Y,Nov,2017.0,0.083,NY/NJ,250-500,ASO,Wholesale_Trade,1,NULL,NULL,NULL,DASO
OP-1906350,617088,"Allied Associates International, Inc.","Allied Associates International, Inc.",Y,Nov,2017.0,0.083,MD/VA/DC,2-99,Guaranteed Cost,Services,1,0.0978193218286496,0.000559,0.0984330028295517,GC
OP-1906353,3339259,Allied Universal Corp.,Allied Universal Corp.,Y,Nov,2017.0,1.083,Florida South,250-500,Shared Returns,Wholesale_Trade,1,0.132130650217413,-0.0111,0.119564,SR
OP-1906354,614385,All Star Corrugated,All Star Corrugated,Y,Nov,2017.0,1.083,Texas North,2-99,ASO,Manufacturing,1,NULL,NULL,0.0780009552386851,DASO
OP-1906356,614491,Alvin and Company,Alvin and Company,Y,Nov,2017.0,1.083,Connecticut,2-99,ASO,Wholesale_Trade,1,NULL,NULL,0.111797811636866,DASO
OP-1906357,614489,"Amber, L.P.","Amber, L.P.",Y,Nov,2017.0,1.083,North Texas,100-249,Guaranteed Cost,Construction,1,-0.211728203691254,0.065654,-0.159975007176399,GC
OP-1906358,181292,American Dairy & Food Consulting Labs dba IMAC,American Dairy & Food Consulting Labs dba IMAC,Y,Nov,2017.0,13.083,Mountain States,2-99,ASO,Services,1,NULL,NULL,0.170333659353118,DASO
OP-1906360,180259,American Lubefast LLC,American Lubefast LLC,Y,Nov,2017.0,15.083,GA/AL,2-99,ASO,Finance_Insur_RlEstate,1,NULL,NULL,4.76781626841394e-05,DASO
OP-1906362,617073,Anco Insurance,Anco Insurance,Y,Jan,2018.0,1.083,North Texas,2-99,ASO,Finance_Insur_RlEstate,1,NULL,NULL,0.152273247320156,DASO
OP-1906365,609546,APAC Sale Group,APAC Sale Group,Y,Nov,2017.0,3.083,California South,2-99,ASO,Transp_Comms_Electric_Sanitary,1,NULL,NULL,0.132224573008785,DASO
OP-1906368,3340387,Armstrong Relocation,Armstrong Relocation,Y,Nov,2017.0,0.083,Tennessee,O500,Minimum Premium,Transp_Comms_Electric_Sanitary,1,-0.019389,0.0,-0.019389,SR
OP-1906370,611968,"Arrayent, Inc.","Arrayent, Inc.",Y,Nov,2017.0,2.083,California South,2-99,ASO,Services,1,NULL,NULL,0.0900089401235813,DASO
OP-1906371,614398,Arrowpoint Technologies Inc.,Arrowpoint Technologies Inc.,Y,Nov,2017.0,1.083,Connecticut,2-99,ASO,Services,1,NULL,NULL,0.132450255638662,DASO
OP-1906372,614428,"Artco Group International, Inc","Artco Group International, Inc",N,Nov,2017.0,1.083,Connecticut,100-249,Guaranteed Cost,Wholesale_Trade,1,0.328739477966768,-0.030664,0.287995010614395,GC
OP-1906374,614545,Aset Partners Corporation,Aset Partners Corp.,Y,Nov,2017.0,1.083,MD/VA/DC,2-99,ASO,Services,1,NULL,NULL,0.169993428279844,DASO
OP-1906375,617095,"Asset International, Inc.","Asset International, Inc.",Y,Jan,2018.0,1.083,NY/NJ,100-249,ASO,Manufacturing,1,NULL,NULL,0.0441272370050378,DASO
